"","st_id","female","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","admit_gpa","n_section"
"14975","8538",1,2,1,0,0,1,3.7,3.29,3.07,"MATH100",201903,4.18,456
"14976","8e52",1,2,0,0,0,0,1.3,2.52,1.99,"CHEM201",201610,4.12,155
"14977","e6e2",0,0,0,0,1,1,3,NA,2.54,"MATH100",201710,3.15,935
"14978","3f00",1,1,0,0,1,0,3.3,NA,3.6,"MATH100",201910,3.58,1005
"14979","8e80",1,0,1,0,1,0,2,2.78,2.95,"BIO300",201701,3.62,624
"14980","ee62",1,2,1,0,0,0,4,3.78,3.67,"BIO300",201903,4.28,575
"14981","6778",1,1,0,0,0,0,2.7,3,2.86,"BIO300",201803,4.26,749
"14982","3406",1,1,1,0,1,0,3,2.96,3.31,"EVOL305",201803,3.76,268
"14983","4c6f",0,1,1,0,0,1,2,2.91,2.97,"MATH100",201710,3.93,935
"14984","5098",0,0,0,0,0,0,1,2.77,2.96,"BIO300",201701,3.92,624
"14985","4fbe",1,2,0,0,0,0,4,4,4,"MATH100",201910,4.3,1005
"14986","92e7",1,1,0,0,0,1,3.3,3.34,3.43,"MATH100",201710,4.05,935
"14987","7236",1,0,1,0,1,0,1.7,NA,3.1,"MATH100",201910,3.28,1005
"14988","5038",0,1,0,0,0,0,2.3,3.56,3.14,"BIO300",201703,3.91,665
"14989","9a46",1,1,1,0,1,0,2,2.98,3.31,"BIO300",201701,3.31,624
"14990","cb85",1,2,1,0,1,0,2.7,NA,2.85,"BIO300",201710,3.4,599
"14991","6d8e",1,2,0,0,0,0,2.3,3.05,3.23,"BIO300",201703,3.95,665
"14992","fd3a",1,1,0,0,0,0,3.7,4,3.99,"CHEM201",201910,4.36,143
"14993","5e7f",0,2,1,1,0,0,2.3,3.14,3.71,"MATH100",201701,4.02,475
"14994","98c1",1,0,0,0,0,0,3.3,3.21,3.3,"BIO300",201803,4.03,749
"14995","d24b",1,2,1,0,1,0,2.3,2.56,1.81,"MATH100",201901,3.36,575
"14996","771a",0,2,1,0,1,1,2,NA,4,"MATH100",201801,3.23,539
"14997","46a7",1,1,0,0,0,0,4,3.55,3.76,"CHEM201",201610,4.44,155
"14998","a12e",1,0,0,0,0,0,3.3,3.5,3.59,"EVOL305",201903,4.13,233
"14999","fc61",0,1,0,0,0,0,2,2.5,2.3,"BIO300",201610,3.53,652
"15000","ff07",0,2,1,0,0,0,2.7,3.15,3.84,"EVOL305",201910,4.25,384
"15001","e7bf",1,1,1,0,0,1,3,3.7,3.99,"BIO300",201803,4.05,749
"15002","791e",0,1,1,0,1,0,2.7,2.08,2.7,"BIO300",201701,2.86,624
"15003","50fd",0,1,1,0,1,0,2.3,NA,2.89,"MATH100",201810,3.17,884
"15004","fe18",1,0,0,0,0,0,2.7,2.62,2.92,"EVOL305",201910,4.12,384
"15005","72fd",1,1,1,0,0,1,2.3,3.34,3.3,"BIO300",201903,4.08,575
"15006","8677",0,2,1,0,0,0,0,2.69,2.76,"BIO300",201810,3.8,664
"15007","2513",0,2,0,0,0,1,3.3,3.11,3.63,"EVOL305",201803,3.72,268
"15008","a7e5",1,2,0,1,0,0,3.7,3.84,3.89,"MATH100",201910,4,1005
"15009","5c76",0,1,1,0,0,0,4,3.83,4,"BIO300",201810,4.07,664
"15010","e5c8",1,2,1,0,0,0,4,3.5,2.99,"MATH100",201810,4.28,884
"15011","ccd5",1,0,0,0,1,0,0.7,2.03,1.7,"BIO300",201910,3.32,642
"15012","1aaf",1,2,0,0,0,0,3.3,3.52,3.3,"BIO300",201703,4.29,665
"15013","ec2d",1,2,1,1,0,0,3.3,3.48,4,"EVOL305",201901,4,191
"15014","6056",1,0,0,0,0,0,3.3,3.81,3.37,"EVOL305",201801,4.15,233
"15015","2b85",1,0,1,0,1,0,3,3.67,3.41,"BIO300",201703,3.69,665
"15016","792f",1,2,0,0,0,0,3,2.7,3.55,"MATH100",201810,3.75,884
"15017","c268",1,1,1,0,0,1,0.7,2.44,1.76,"BIO300",201910,4.04,642
"15018","39d8",0,2,0,1,0,0,3.3,3.08,3.84,"MATH100",201910,3.8,1005
"15019","f96c",1,2,0,0,1,1,1.7,3.2,2.77,"BIO300",201610,3.43,652
"15020","8281",1,0,0,0,0,0,1.7,2.51,2.79,"MATH100",201703,3.59,537
"15021","5dd8",1,1,1,0,0,0,3,3.34,3.53,"MATH100",201803,3.56,584
"15022","ddaf",1,0,1,0,0,0,2.7,3.73,2.88,"MATH100",201710,4.36,935
"15023","f555",1,1,1,0,1,1,3.7,3.65,3.7,"BIO300",201801,3.93,730
"15024","446d",0,2,1,0,0,1,3,2.89,2.34,"EVOL305",201703,4.16,193
"15025","bd44",0,0,0,0,0,0,4,4,4,"MATH100",201701,4.33,475
"15026","8ce7",0,1,1,0,0,1,1,2.35,NA,"MATH100",201810,4,884
"15027","3356",1,1,1,0,1,0,2.3,2.65,3.14,"BIO300",201701,3.44,624
"15028","bf0d",0,2,0,1,0,0,4,3.85,3.88,"CHEM201",201710,3.66,119
"15029","ef1c",0,0,0,0,1,0,3.3,3.33,3.86,"BIO300",201703,3.32,665
"15030","279d",1,1,1,0,1,0,2.7,NA,3,"MATH100",201610,3.75,908
"15031","6c61",1,1,0,0,1,0,3,NA,2.37,"MATH100",201610,3.59,908
"15032","2e0c",1,0,0,0,0,0,4,4,4,"MATH100",201803,4.24,584
"15033","b220",1,0,1,0,0,0,4,3.95,4,"MATH100",201810,4.16,884
"15034","0158",0,2,0,0,0,0,4,3.32,3.56,"BIO300",201803,4.07,749
"15035","cdb3",1,1,1,0,0,1,1,2.62,2.41,"MATH100",201810,3.91,884
"15036","a12d",0,2,0,1,0,0,4,3.11,3.49,"BIO300",201801,4,730
"15037","cd8d",0,0,0,1,1,1,2,2.05,2.33,"EVOL305",201703,3.26,193
"15038","b247",1,1,0,0,1,1,4,4,4,"EVOL305",201710,3.89,255
"15039","557b",1,0,0,0,0,0,3,3.42,3.61,"EVOL305",201801,4,233
"15040","044d",1,2,1,0,0,0,2,2.93,2.84,"BIO300",201610,4.2,652
"15041","2204",1,2,1,0,0,1,3,3.22,3.27,"BIO300",201703,4.21,665
"15042","9825",0,2,0,0,0,0,3,3.05,2.9,"MATH100",201710,4.27,935
"15043","f56e",1,1,1,0,1,0,2,NA,2.59,"MATH100",201710,3.44,935
"15044","419e",1,2,1,0,1,0,1.7,2.52,2.61,"EVOL305",201803,3.5,268
"15045","e108",0,2,0,0,1,0,1,2.3,2.1,"BIO300",201801,2.96,730
"15046","9d9a",0,2,1,0,1,0,2.3,2.9,3.27,"MATH100",201801,2.97,539
"15047","92cf",0,0,0,0,1,1,3,NA,3.84,"BIO300",201910,3.29,642
"15048","eb04",1,1,1,0,1,0,2.3,3.02,3.5,"BIO300",201803,2.86,749
"15049","2b0c",1,2,0,0,0,0,2.7,3.32,4,"BIO300",201801,4.16,730
"15050","925e",0,2,1,0,0,1,3,3.32,2.85,"MATH100",201810,3.69,884
"15051","55a2",1,1,1,0,0,1,2,2.56,2.43,"EVOL305",201803,3.95,268
"15052","f2bf",1,2,0,0,0,0,4,4,3.86,"MATH100",201910,4.33,1005
"15053","f27e",1,2,0,0,0,1,3,2.96,3.8,"BIO300",201710,4.33,599
"15054","1745",1,0,0,0,0,0,2.7,3.16,3.57,"MATH100",201810,4.09,884
"15055","a40c",1,0,0,0,0,0,3,2.74,2.75,"MATH100",201710,4,935
"15056","a279",1,1,1,0,0,1,2.3,3.35,2.1,"MATH100",201710,3.91,935
"15057","842c",0,2,1,0,1,1,2.7,NA,2.59,"MATH100",201810,3.07,884
"15058","4798",1,1,1,0,0,1,1,3.09,3.53,"MATH100",201803,4.04,584
"15059","e069",1,2,0,0,0,0,2,2.55,3,"MATH100",201810,3.9,884
"15060","bc97",1,0,0,0,0,0,2,2.81,2.52,"BIO300",201703,4.33,665
"15061","a2ca",1,2,1,0,0,1,1.7,2.97,3.23,"BIO300",201901,3.68,818
"15062","988b",1,0,0,0,0,0,3.3,NA,3.47,"CHEM201",201610,4.08,155
"15063","82b3",1,2,1,0,0,1,1,2.59,2.36,"MATH100",201803,3.89,584
"15064","1f4a",1,2,0,1,1,0,3.7,2.93,2.81,"BIO300",201901,3.17,818
"15065","8ca5",0,1,1,0,1,0,2.7,NA,3.43,"MATH100",201810,3.19,884
"15066","c877",0,2,0,0,1,0,2.3,2.98,3.31,"BIO300",201901,3.22,818
"15067","5555",1,0,0,0,1,0,3,3.02,3.99,"EVOL305",201803,3.5,268
"15068","5d4d",1,2,0,0,0,0,3,3.14,2.3,"CHEM201",201610,4.25,155
"15069","926b",0,2,0,0,0,0,2,3.35,3.65,"BIO300",201910,4.27,642
"15070","bafe",1,2,1,0,0,1,2,3.02,2.41,"MATH100",201810,4.09,884
"15071","eb1d",0,2,1,0,1,1,3.7,NA,3.63,"MATH100",201810,3.59,884
"15072","edfc",0,0,0,0,1,0,3,3.42,3.3,"BIO300",201810,3.91,664
"15073","ed3a",1,2,0,0,0,0,3.3,3.71,3.9,"BIO300",201703,3.9,665
"15074","8b07",0,0,0,0,0,1,4,3.44,3.28,"EVOL305",201910,4.12,384
"15075","60a0",1,0,0,0,0,0,2,3.17,3.33,"EVOL305",201801,3.68,233
"15076","6dfc",1,0,1,0,1,1,3,NA,2.9,"MATH100",201610,2.97,908
"15077","e0f3",0,2,0,0,0,0,3,3.32,4,"BIO300",201710,4.27,599
"15078","aeb3",1,1,1,0,0,1,2.3,2.66,3.83,"BIO300",201803,3.8,749
"15079","8ee8",1,0,0,0,0,0,3.7,3.4,3.51,"BIO300",201910,4.15,642
"15080","2f47",1,0,0,0,0,0,4,4,4,"MATH100",201903,4.12,456
"15081","1a53",1,1,1,0,0,0,0,2.5,1.7,"EVOL305",201610,4.04,173
"15082","fac0",1,1,0,0,1,0,4,NA,3.59,"MATH100",201710,3.87,935
"15083","b55d",1,2,0,0,0,0,3,3.77,3.82,"CHEM201",201910,4.23,143
"15084","0ba2",0,2,0,0,0,0,3,2.94,3,"EVOL305",201703,4.08,193
"15085","fa75",0,2,1,0,0,0,3.3,2.94,3.33,"EVOL305",201701,3.86,183
"15086","ad49",0,1,0,0,1,1,2.3,2.7,1.88,"MATH100",201703,2.94,537
"15087","bfd2",0,1,0,0,1,0,3,3.01,3.29,"MATH100",201701,3.01,475
"15088","1e79",1,1,0,0,1,1,0,2.73,2.35,"BIO300",201803,3.08,749
"15089","3a20",1,2,1,0,0,1,2,2.91,3.94,"BIO300",201803,3.76,749
"15090","3e6f",1,0,1,0,1,0,3.3,2.95,4,"BIO300",201703,3.4,665
"15091","49fe",1,0,0,0,1,0,3.3,3.21,3.3,"BIO300",201801,3.33,730
"15092","7566",1,1,1,0,0,1,3,3.24,3.15,"BIO300",201710,3.59,599
"15093","8ea5",1,2,0,0,0,0,3.3,3.1,4,"BIO300",201610,4.03,652
"15094","9abc",1,2,1,0,0,0,0,2.54,2.64,"BIO300",201703,4.04,665
"15095","b4e2",0,0,0,0,1,0,4,3.24,2.72,"BIO300",201703,3.07,665
"15096","07ce",1,2,0,0,0,0,3.3,3.85,3.99,"MATH100",201810,4.17,884
"15097","5ddd",0,2,1,0,1,1,2.7,NA,2.86,"BIO300",201610,3.53,652
"15098","7572",0,0,0,0,0,0,3,3.02,3.35,"MATH100",201910,4.25,1005
"15099","4c76",0,1,1,0,0,0,1.7,2.34,2.52,"EVOL305",201610,3.68,173
"15100","35a3",1,1,1,0,0,0,1.3,2.67,2.33,"MATH100",201801,3.85,539
"15101","2c7a",0,0,0,0,1,0,3.7,NA,3.1,"MATH100",201710,4,935
"15102","e45e",1,2,1,0,0,0,3,3.21,3.52,"MATH100",201803,3.75,584
"15103","ae4f",1,0,0,0,0,0,3.3,3.34,3.5,"EVOL305",201910,4.33,384
"15104","8c0e",1,2,0,0,0,0,3.7,3.76,3.36,"MATH100",201810,4.29,884
"15105","4a5c",1,0,1,0,0,0,2.7,3.27,3.63,"EVOL305",201610,4.11,173
"15106","189d",1,2,0,0,0,0,4,3.88,4,"BIO300",201710,4.03,599
"15107","a0f8",0,1,0,0,0,0,2,2.98,3.34,"BIO300",201901,4.36,818
"15108","5987",1,2,1,0,1,0,0,2.33,1.1,"MATH100",201710,2.97,935
"15109","052a",1,0,0,0,0,0,3,2.61,3.15,"EVOL305",201710,4,255
"15110","cb02",1,1,1,0,0,1,3,3.04,3.49,"MATH100",201910,4.25,1005
"15111","002f",1,2,0,0,0,0,2.3,2.91,3.26,"BIO300",201610,3.5,652
"15112","807f",0,0,0,0,0,0,2.7,3.79,2.92,"BIO300",201810,4.04,664
"15113","62ec",1,0,0,0,0,1,3.3,3.34,3.59,"MATH100",201901,4.22,575
"15114","2312",1,0,1,0,1,0,3.3,3.46,3.43,"BIO300",201801,3.22,730
"15115","fb37",1,0,1,0,0,0,2.3,3.02,3.1,"MATH100",201610,4.14,908
"15116","d3ad",1,0,0,0,0,0,3.3,3.93,4,"MATH100",201910,4.35,1005
"15117","2ed4",0,0,0,0,0,0,0.7,2.53,1.84,"MATH100",201910,3.82,1005
"15118","3c61",1,2,1,1,0,1,2.3,2.46,3.43,"BIO300",201803,4,749
"15119","f514",1,2,0,1,0,0,2,2.54,3.3,"MATH100",201703,3.57,537
"15120","cb27",1,0,0,0,0,0,4,3.82,4,"MATH100",201903,4.19,456
"15121","3135",0,0,0,0,0,0,3,3.05,2.86,"BIO300",201710,4.33,599
"15122","ff17",0,1,0,0,1,1,3,NA,2.89,"MATH100",201710,3.66,935
"15123","bbba",0,2,1,0,0,0,3,3.02,3.35,"MATH100",201803,4.1,584
"15124","bfc7",1,2,0,0,0,0,2,3.01,3.5,"BIO300",201610,4.13,652
"15125","66b6",1,2,1,0,1,1,2.7,2.86,2.89,"BIO300",201610,3.1,652
"15126","2ce2",1,2,0,0,1,0,2.3,2.84,3.66,"BIO300",201801,3.36,730
"15127","cb71",1,0,0,0,1,0,2.7,3.28,2.68,"BIO300",201701,3.31,624
"15128","79b5",0,2,1,0,1,0,3.3,NA,2.6,"MATH100",201710,3.44,935
"15129","34be",1,1,0,0,0,0,3.3,3.08,2.85,"MATH100",201801,4,539
"15130","de3e",0,1,1,0,1,0,4,3.48,3.49,"EVOL305",201803,3.65,268
"15131","7edb",1,0,0,0,0,0,1.7,2.43,1.4,"EVOL305",201810,4.33,321
"15132","5328",1,2,0,0,0,0,3.7,3.36,2.99,"EVOL305",201810,4,321
"15133","fa88",1,2,1,0,1,1,2,NA,2,"BIO300",201810,3.76,664
"15134","5dd8",1,2,1,0,0,1,2.7,2.46,3.34,"MATH100",201703,3.95,537
"15135","08a7",1,1,1,0,0,1,2,2.53,2.15,"EVOL305",201801,3.95,233
"15136","cce7",1,2,1,0,1,1,2.7,3.29,2.99,"EVOL305",201910,3.57,384
"15137","11e3",0,2,0,1,0,0,2.3,3.07,3.46,"CHEM201",201810,4,149
"15138","1057",1,1,1,0,1,0,4,3.7,4,"MATH100",201701,3.89,475
"15139","0bfa",1,0,0,0,0,0,1,2.44,2.91,"BIO300",201810,4,664
"15140","7746",0,0,0,0,1,1,4,3.85,3.51,"EVOL305",201703,3.21,193
"15141","2f19",1,2,1,0,0,0,2,3.19,3.2,"BIO300",201703,4.28,665
"15142","b5bd",0,2,0,0,0,0,4,3.22,3.3,"MATH100",201710,4.11,935
"15143","b048",1,0,1,0,0,0,1.7,2.79,2.88,"MATH100",201910,3.95,1005
"15144","9a3c",0,2,1,0,1,1,2,3.31,3.13,"BIO300",201710,3.36,599
"15145","07c2",1,1,1,0,1,0,3,NA,3.01,"MATH100",201610,3.47,908
"15146","0970",1,2,1,0,0,0,3.3,2.65,3.56,"BIO300",201910,4.31,642
"15147","eaab",1,0,0,0,0,0,4,3.34,2.85,"MATH100",201710,4.13,935
"15148","bed3",1,2,0,0,0,0,3.7,3.47,3.8,"MATH100",201910,4.25,1005
"15149","84de",0,2,1,0,1,1,2.7,3.32,3.37,"BIO300",201903,3.22,575
"15150","9a47",1,2,0,0,0,0,2.7,2.74,3.08,"MATH100",201910,4,1005
"15151","c80a",1,0,0,0,1,0,3,3.06,3.43,"EVOL305",201910,3.58,384
"15152","d012",1,0,0,0,0,0,3.3,3.16,3.89,"MATH100",201810,4.13,884
"15153","655a",1,0,0,0,1,0,3,3.48,3.69,"EVOL305",201910,3.73,384
"15154","6d9e",1,2,1,0,0,1,1.7,2.48,2.95,"BIO300",201703,3.74,665
"15155","77fa",0,1,1,0,1,1,2.3,2.6,2.75,"BIO300",201710,3.29,599
"15156","44bc",0,1,1,0,1,0,3,3.25,3.64,"BIO300",201610,3.87,652
"15157","81c4",1,0,0,0,0,0,3.3,3.03,3.38,"BIO300",201610,4.25,652
"15158","8bfd",1,0,0,0,0,0,4,3.98,4,"BIO300",201803,4.29,749
"15159","1e77",0,2,1,0,1,1,2,NA,2.99,"MATH100",201610,3.17,908
"15160","b595",0,2,0,0,1,1,3,3.09,2.64,"MATH100",201703,3.42,537
"15161","16bb",0,0,0,0,1,1,4,3.88,3.64,"MATH100",201903,3.85,456
"15162","6c47",1,2,0,0,0,0,1.7,2.2,2.69,"BIO300",201801,3.88,730
"15163","bb4b",1,1,1,0,0,0,0,2.48,1.45,"MATH100",201910,4.31,1005
"15164","5b33",0,2,0,0,0,0,4,3.77,4,"BIO300",201801,4,730
"15165","c7b8",0,2,0,0,0,1,0,2.32,1.57,"BIO300",201701,4.16,624
"15166","f1e2",1,2,1,0,1,1,3.7,NA,3.7,"MATH100",201910,3.93,1005
"15167","1408",0,1,1,0,1,0,2.3,NA,2.54,"MATH100",201610,2.82,908
"15168","0cfb",1,1,0,0,0,0,2,3.11,2.56,"MATH100",201810,4,884
"15169","44b6",1,2,1,0,0,0,3,2.72,2.49,"BIO300",201701,4.3,624
"15170","ba19",0,2,1,0,1,1,4,3.29,2.41,"BIO300",201901,2.98,818
"15171","e513",0,2,0,0,0,0,2.3,3.21,3.44,"MATH100",201803,3.95,584
"15172","28fa",1,1,1,0,0,1,2,2.75,2.9,"MATH100",201801,4.08,539
"15173","383f",1,1,0,0,0,0,3.3,2.72,1.82,"MATH100",201701,3.95,475
"15174","7fed",0,2,1,0,1,0,2.3,NA,2.16,"MATH100",201710,3.06,935
"15175","5ef4",1,0,1,0,0,0,4,3.2,2.71,"BIO300",201901,4,818
"15176","3977",1,1,0,0,0,0,2,2.46,1.63,"EVOL305",201803,4.04,268
"15177","385c",0,2,1,0,0,0,3,2.99,3.46,"BIO300",201701,4.08,624
"15178","4960",1,2,1,0,0,0,3.3,4,3.7,"MATH100",201910,4.13,1005
"15179","ca58",1,2,1,0,1,0,3,NA,3.7,"MATH100",201710,3.2,935
"15180","6066",1,1,1,0,0,0,2.3,3.27,3.46,"MATH100",201803,4,584
"15181","ccd7",1,0,0,0,0,0,3.7,3.91,3.14,"MATH100",201803,4.28,584
"15182","c0d3",1,1,1,0,1,0,2,2.8,2.09,"MATH100",201701,3.64,475
"15183","7c99",1,2,1,0,0,0,3,2.77,4,"MATH100",201910,4.08,1005
"15184","4a10",1,1,1,0,0,1,3,3.32,3.26,"EVOL305",201803,4.09,268
"15185","ff29",1,0,1,0,1,1,2.3,3.47,2.44,"EVOL305",201703,3.75,193
"15186","8341",0,1,0,0,1,0,3.3,2.42,2.5,"BIO300",201803,3.39,749
"15187","2be4",1,0,0,0,0,0,3,3.12,3.75,"MATH100",201610,4.31,908
"15188","6f71",1,1,1,0,0,1,2,3,2.87,"BIO300",201710,4.21,599
"15189","6626",1,0,0,0,1,0,3.7,NA,3.39,"MATH100",201610,4,908
"15190","74bd",1,0,0,0,0,0,4,3.25,3.59,"MATH100",201710,4.16,935
"15191","4f38",0,0,0,0,1,0,2,NA,3.02,"MATH100",201710,3.64,935
"15192","49b0",1,0,1,0,0,1,1.3,2.72,2.09,"BIO300",201901,3.91,818
"15193","f948",1,0,0,0,0,0,3,2.61,3.2,"EVOL305",201901,4.04,191
"15194","6349",1,0,1,0,1,0,3.3,3.24,3.59,"BIO300",201910,3.76,642
"15195","193d",0,2,1,0,0,0,3.3,3.15,3.81,"EVOL305",201703,3.88,193
"15196","11d6",0,2,1,0,1,1,0,2.22,2.87,"MATH100",201910,3.38,1005
"15197","d86a",0,2,0,1,1,0,4,NA,3.07,"MATH100",201810,3.74,884
"15198","4195",1,0,0,0,0,0,4,3.43,3.44,"EVOL305",201803,4.27,268
"15199","62b2",1,1,1,0,0,1,2.3,2.5,2.77,"EVOL305",201810,4,321
"15200","1692",1,2,0,0,0,0,2.7,2.99,3.61,"BIO300",201703,3.83,665
"15201","7e9d",1,0,1,0,0,0,4,3.92,4,"BIO300",201803,4.27,749
"15202","7604",0,2,1,0,1,1,3.3,NA,3.5,"MATH100",201610,3.4,908
"15203","b880",1,1,1,1,0,1,2.3,2.17,2.52,"MATH100",201910,3.54,1005
"15204","de2f",1,1,0,0,0,0,3.3,3.63,3.89,"MATH100",201703,4.03,537
"15205","da51",1,2,1,0,0,0,3.7,3.21,3.7,"MATH100",201703,4.36,537
"15206","320b",1,2,0,0,0,1,3.3,3.85,3.79,"BIO300",201801,4.22,730
"15207","a2bf",1,0,0,0,1,0,2.7,2.5,2.73,"BIO300",201910,3.45,642
"15208","9ef1",1,0,0,0,0,0,3.7,3.94,3.89,"MATH100",201910,4.33,1005
"15209","f1bb",1,0,0,0,1,0,4,3.25,2.99,"BIO300",201703,3.61,665
"15210","fbc3",1,1,1,0,0,1,3,2.66,3.81,"MATH100",201610,4,908
"15211","dc9d",1,1,0,0,0,0,3,3.08,2.14,"BIO300",201703,4.09,665
"15212","cc71",1,0,0,0,0,0,3,2.99,3.49,"MATH100",201701,4.18,475
"15213","19d6",1,0,1,0,0,0,3,3.31,2.32,"MATH100",201801,4.22,539
"15214","a664",1,1,1,0,1,0,0.7,2.25,1.72,"BIO300",201903,2.91,575
"15215","0250",1,1,1,0,0,0,2.3,3.11,2.38,"MATH100",201910,4.22,1005
"15216","2a57",1,2,0,0,0,0,3.3,3.37,3,"BIO300",201801,3.95,730
"15217","3561",1,1,0,0,0,0,3,3.2,3.13,"MATH100",201710,4.12,935
"15218","18a4",0,2,0,0,0,0,4,3.66,4,"BIO300",201803,3.59,749
"15219","bbc8",1,2,0,0,0,0,4,3.8,4,"MATH100",201910,4.17,1005
"15220","17d8",0,0,0,0,0,0,3,3.46,3.39,"MATH100",201801,3.95,539
"15221","d14b",0,2,0,0,0,0,4,3.53,4,"BIO300",201903,4.09,575
"15222","2553",1,1,1,0,0,1,2,2.31,2.02,"EVOL305",201810,4.01,321
"15223","a81d",1,1,0,0,1,0,2.3,NA,2.93,"MATH100",201710,3.79,935
"15224","6f33",1,2,0,0,0,1,3,2.76,3.82,"MATH100",201903,3.81,456
"15225","c416",1,0,0,0,0,0,2,2.88,2.34,"BIO300",201903,4.13,575
"15226","1501",0,0,1,0,1,1,2.3,2.47,2.16,"EVOL305",201803,2.88,268
"15227","25b3",1,2,0,0,0,0,2.7,2.99,3.53,"EVOL305",201801,4,233
"15228","ef53",1,2,1,0,0,1,2.3,2.59,2,"BIO300",201610,4.15,652
"15229","503d",0,2,0,0,0,0,3.3,3.11,3.27,"MATH100",201910,3.8,1005
"15230","15b5",1,2,0,0,1,0,2.7,2.54,2,"EVOL305",201710,3.15,255
"15231","c2ef",0,2,1,1,1,0,4,NA,3.61,"BIO300",201610,3.33,652
"15232","940a",0,2,0,0,0,1,4,3.18,2.8,"BIO300",201801,4.18,730
"15233","77a3",1,0,0,0,0,0,3.7,3.2,3.3,"MATH100",201803,4.13,584
"15234","fcd4",1,2,1,0,0,1,1.7,3.25,3.1,"BIO300",201803,4.09,749
"15235","4c58",1,1,1,0,1,1,2,2.7,3.98,"BIO300",201910,3.16,642
"15236","9c2c",1,2,0,0,0,1,2.3,3.31,3.19,"BIO300",201703,4.08,665
"15237","843a",1,2,0,0,0,0,4,3.1,3.13,"MATH100",201701,3.95,475
"15238","bb11",1,0,1,0,1,0,2.7,2.99,3.75,"EVOL305",201903,3.31,233
"15239","1163",0,2,0,0,0,0,2.3,3.04,2.5,"MATH100",201801,3.69,539
"15240","0b8a",0,2,1,0,1,1,3,3.8,3.48,"BIO300",201701,3.76,624
"15241","f8d5",1,0,0,0,0,0,3.7,3.32,3.5,"EVOL305",201910,4.18,384
"15242","68f4",0,2,1,0,1,1,3,3.16,1.69,"BIO300",201801,3.04,730
"15243","d2fb",1,1,1,0,0,0,3.3,3.25,3.28,"BIO300",201610,4,652
"15244","099e",1,2,0,0,0,0,2.7,3.28,3.58,"BIO300",201701,4.04,624
"15245","c7f6",0,2,1,0,1,0,1,2.71,2.35,"MATH100",201810,3.24,884
"15246","40fa",1,0,0,0,0,0,3,3.11,3.49,"BIO300",201610,4.2,652
"15247","fe59",0,2,1,1,1,0,4,NA,3.61,"MATH100",201610,4,908
"15248","653e",1,0,1,0,1,0,3,3.23,3.21,"BIO300",201801,3.33,730
"15249","7305",1,2,1,0,1,0,2.7,2.67,3.25,"BIO300",201701,3.8,624
"15250","2c4f",1,1,1,0,0,1,0,2.32,1.97,"MATH100",201910,4.14,1005
"15251","5616",0,2,1,0,0,1,3.3,2.84,2.68,"MATH100",201701,3.63,475
"15252","8b25",1,1,1,0,1,1,2.7,3.25,2.85,"BIO300",201803,3.48,749
"15253","6c25",0,2,1,0,0,0,3.7,3.47,3.47,"MATH100",201810,4.2,884
"15254","5dac",1,0,1,0,1,1,2.3,2.31,2.88,"EVOL305",201903,3.16,233
"15255","5c5a",1,2,0,0,0,0,4,3.76,3.67,"BIO300",201801,4.33,730
"15256","d410",1,1,0,0,0,0,1.3,2.66,1.7,"BIO300",201903,4.18,575
"15257","2ebe",1,2,0,0,0,0,2,3.37,2.99,"BIO300",201610,4.15,652
"15258","c973",0,0,0,0,1,0,3.3,3.82,3.8,"EVOL305",201810,3.85,321
"15259","fd66",1,2,0,1,0,0,3,3.19,3.43,"BIO300",201901,4.16,818
"15260","969d",1,2,0,0,0,0,4,3.9,3.9,"CHEM201",201710,4.07,119
"15261","f404",1,0,1,0,0,0,2.7,3.13,3.29,"MATH100",201701,3.96,475
"15262","bd2d",1,0,0,0,0,0,4,3.78,3.92,"MATH100",201701,4.2,475
"15263","0465",0,1,1,0,1,1,3,NA,2.41,"MATH100",201610,3.22,908
"15264","855a",1,2,0,0,0,0,3.7,2.9,3.53,"MATH100",201903,4.09,456
"15265","2d77",1,0,0,0,0,0,2,2.89,2.69,"MATH100",201901,3.87,575
"15266","f363",0,2,1,0,0,1,1.3,2.63,2.82,"EVOL305",201901,3.92,191
"15267","1fcd",1,1,1,0,0,1,2.3,3.72,3.31,"CHEM201",201910,3.9,143
"15268","aa33",1,0,1,0,1,1,3,3.27,3.35,"BIO300",201901,3.93,818
"15269","9a75",1,1,1,0,0,0,1.7,2.95,2.15,"MATH100",201910,4.25,1005
"15270","cf3c",1,2,0,0,0,0,1.3,2.6,3.34,"BIO300",201610,3.74,652
"15271","172a",1,0,1,0,1,1,3.3,3.32,3.13,"EVOL305",201901,3.73,191
"15272","f51c",1,1,1,0,1,1,3.3,3.16,3.64,"EVOL305",201810,3.38,321
"15273","6354",0,0,1,0,1,0,3,2.41,2.3,"BIO300",201903,2.93,575
"15274","3bfd",1,1,1,0,1,0,3,3.06,3.11,"BIO300",201703,2.93,665
"15275","237a",1,2,0,0,0,0,3.7,3.03,3.61,"BIO300",201903,3.76,575
"15276","c8ab",1,0,1,0,1,0,3.3,NA,3.99,"MATH100",201910,3.65,1005
"15277","e185",0,0,0,0,0,0,3.3,3.48,4,"EVOL305",201801,4.2,233
"15278","8d35",0,2,0,0,0,0,3.3,3.01,3.27,"MATH100",201610,4.18,908
